Este es el nombre de la pelicula
Poker	0.0	0.7081077098846436
Felicidad	0.7081077098846436	7.116962194442749
Poker	7.116962194442749	7.368291139602661
Felicidad	7.368291139602661	7.560776472091675
Poker	7.560776472091675	7.809110164642334
Felicidad	7.809110164642334	7.9636969566345215
Poker	7.9636969566345215	8.19308590888977
Felicidad	8.19308590888977	8.351662635803223
Poker	8.351662635803223	8.577056407928467
Felicidad	8.577056407928467	8.732640504837036
Poker	8.732640504837036	8.960031270980835
Felicidad	8.960031270980835	9.120602369308472
Poker	9.120602369308472	9.351983070373535
Felicidad	9.351983070373535	9.507567167282104
Poker	9.507567167282104	9.732964038848877
Felicidad	9.732964038848877	9.887550115585327
Poker	9.887550115585327	10.11494517326355
Felicidad	10.11494517326355	10.272522926330566
Poker	10.272522926330566	10.500909566879272
Felicidad	10.500909566879272	10.655535697937012
Poker	10.655535697937012	10.88292646408081
Enojo	10.88292646408081	11.551104068756104
Felicidad	11.551104068756104	11.708682537078857
Poker	11.708682537078857	11.937068223953247
Felicidad	11.937068223953247	12.33699917793274
Poker	12.33699917793274	12.648165941238403
Felicidad	12.648165941238403	13.102950096130371
Poker	13.102950096130371	13.331340789794922
Felicidad	13.331340789794922	13.484930276870728
Poker	13.484930276870728	13.713316202163696
Felicidad	13.713316202163696	13.866905450820923
Enojo	13.866905450820923	14.09234070777893
Felicidad	14.09234070777893	14.250878810882568
Enojo	14.250878810882568	14.486249208450317
Felicidad	14.486249208450317	14.640835523605347
Enojo	14.640835523605347	14.870222091674805
Felicidad	14.870222091674805	15.024808406829834
Enojo	15.024808406829834	15.253200054168701
Felicidad	15.253200054168701	15.416762351989746
Enojo	15.416762351989746	15.646146297454834
Felicidad	15.646146297454834	16.027129888534546
Enojo	16.027129888534546	16.255555629730225
Felicidad	16.255555629730225	16.416126012802124
Enojo	16.416126012802124	16.645512104034424
Felicidad	16.645512104034424	17.027450799942017
Poker	17.027450799942017	17.258833169937134
Felicidad	17.258833169937134	17.45331311225891
Enojo	17.45331311225891	17.736554622650146
Poker	17.736554622650146	17.97491717338562
Felicidad	17.97491717338562	18.80270290374756
Poker	18.80270290374756	19.036078691482544
Felicidad	19.036078691482544	19.190664768218994
Poker	19.190664768218994	19.42404079437256
Felicidad	19.42404079437256	20.031455039978027
Poker	20.031455039978027	20.264795303344727
Felicidad	20.264795303344727	20.64876437187195
Poker	20.64876437187195	20.885132312774658
Felicidad	20.885132312774658	21.118510723114014
Poker	21.118510723114014	23.66369891166687
Felicidad	23.66369891166687	24.27406930923462
Enojo	24.27406930923462	24.497472524642944
Felicidad	24.497472524642944	24.656044960021973
Poker	24.656044960021973	24.885470151901245
Felicidad	24.885470151901245	25.0430109500885
Enojo	25.0430109500885	25.2704017162323
Felicidad	25.2704017162323	25.427979946136475
Enojo	25.427979946136475	25.655411958694458
Felicidad	25.655411958694458	25.815943002700806
Enojo	25.815943002700806	26.04233980178833
Felicidad	26.04233980178833	26.197922945022583
Enojo	26.197922945022583	26.42335867881775
Felicidad	26.42335867881775	26.585922479629517
Enojo	26.585922479629517	26.814274311065674
Felicidad	26.814274311065674	26.976876497268677
Poker	26.976876497268677	27.20825743675232
Felicidad	27.20825743675232	27.402698278427124
Poker	27.402698278427124	27.678959369659424
Felicidad	27.678959369659424	27.8534939289093
Poker	27.8534939289093	28.078888654708862
Enojo	28.078888654708862	29.853145599365234
Poker	29.853145599365234	30.081571102142334
Enojo	30.081571102142334	30.52434730529785
Poker	30.52434730529785	30.751779079437256
Felicidad	30.751779079437256	31.13271951675415
Poker	31.13271951675415	31.356125831604004
Disgusto	31.356125831604004	31.57753014564514
Felicidad	31.57753014564514	31.740094900131226
Disgusto	31.740094900131226	31.967490196228027
Felicidad	31.967490196228027	32.12307381629944
Disgusto	32.12307381629944	32.367417335510254
Felicidad	32.367417335510254	32.56788110733032
Enojo	32.56788110733032	32.82320046424866
Poker	32.82320046424866	33.047597885131836
Enojo	33.047597885131836	34.62039017677307
Poker	34.62039017677307	34.8437933921814
Felicidad	34.8437933921814	35.22381806373596
Poker	35.22381806373596	35.453165769577026
Felicidad	35.453165769577026	35.6077516078949
Enojo	35.6077516078949	35.84415650367737
Felicidad	35.84415650367737	36.00672125816345
Poker	36.00672125816345	36.23610758781433
Felicidad	36.23610758781433	36.39065742492676
Poker	36.39065742492676	36.6180477142334
Felicidad	36.6180477142334	36.777621030807495
Poker	36.777621030807495	37.00504660606384
Felicidad	37.00504660606384	37.16263175010681
Poker	37.16263175010681	37.41591215133667
Felicidad	37.41691064834595	37.61438226699829
Poker	37.61438226699829	37.85976505279541
Felicidad	37.8607611656189	39.341761112213135
Poker	39.341761112213135	39.56416845321655
Felicidad	39.56416845321655	39.719752073287964
Poker	39.719752073287964	39.944196939468384
Enojo	39.944196939468384	40.37898659706116
Poker	40.37898659706116	40.602389097213745
Enojo	40.602389097213745	42.9211859703064
Poker	42.9211859703064	43.14857721328735
Felicidad	43.14857721328735	43.98134970664978
Poker	43.98134970664978	44.20678663253784
Felicidad	44.20678663253784	44.3653621673584
Enojo	44.3653621673584	44.59770131111145
Poker	44.59770131111145	44.825095415115356
Enojo	44.825095415115356	45.0565185546875
Felicidad	45.0565185546875	45.66783928871155
Poker	45.66783928871155	45.89323544502258
Felicidad	45.89323544502258	46.050814390182495
Poker	46.050814390182495	46.27521467208862
Felicidad	46.27521467208862	46.43279242515564
Poker	46.43279242515564	46.66122055053711
Felicidad	46.66122055053711	46.81975722312927
Poker	46.81975722312927	47.05113911628723
Felicidad	47.05113911628723	47.20871710777283
Poker	47.20871710777283	47.479992628097534
Felicidad	47.480990171432495	47.679457664489746
Poker	47.679457664489746	47.916861057281494
Felicidad	47.916861057281494	48.079426527023315
Poker	48.079426527023315	48.310807943344116
Felicidad	48.310807943344116	48.468347787857056
Poker	48.468347787857056	48.69876980781555
Felicidad	48.69876980781555	48.85834336280823
Poker	48.85834336280823	49.090726375579834
Felicidad	49.090726375579834	49.25125598907471
Poker	49.25125598907471	49.48363137245178
Felicidad	49.48363137245178	49.6432044506073
Poker	49.6432044506073	49.869598627090454
Felicidad	49.869598627090454	50.25257730484009
Poker	50.25257730484009	50.47697687149048
Felicidad	50.47697687149048	50.63957858085632
Poker	50.63957858085632	50.860949754714966
Felicidad	50.860949754714966	51.02550959587097
Poker	51.02550959587097	51.408482789993286
Felicidad	51.408482789993286	51.61692547798157
Poker	51.61692547798157	51.787471771240234
Enojo	51.787471771240234	52.011871337890625
Tristeza	52.011871337890625	52.2332763671875
Sorpresa	52.2332763671875	52.4895920753479
Tristeza	52.4895920753479	52.70202350616455
Enojo	52.70202350616455	52.9184467792511
Sorpresa	52.9184467792511	53.12389636039734
Enojo	53.12389636039734	54.4813027381897
Poker	54.4813027381897	54.914109230041504
Enojo	54.914109230041504	55.12255001068115
Poker	55.12255001068115	55.35791802406311
Enojo	55.35791802406311	55.81868577003479
Poker	55.81868577003479	56.23860025405884
Enojo	56.23860025405884	57.45131969451904
Poker	57.45131969451904	57.73655557632446
Enojo	57.73655557632446	58.75582814216614
Poker	58.75582814216614	58.95832681655884
Sorpresa	58.95832681655884	59.75419807434082
Poker	59.75419807434082	60.154093503952026
Sorpresa	60.154093503952026	60.3565468788147
Poker	60.3565468788147	60.55601382255554
Enojo	60.55601382255554	61.33592677116394
Poker	61.33592677116394	61.533398151397705
Enojo	61.533398151397705	61.92335796356201
Poker	61.92335796356201	62.119832277297974
Enojo	62.119832277297974	62.33026742935181
